3GaB3nRWA1PLc3XQkkbpVtFwYYZEuMxD4i 14999   119962722    0.08451
3645N22DDswRxV4BQGbuBrgHCAYUmzcHU6  14500   115971613    0.08170
1Pa8Mb68vJ2erRWYReuKFvZXvvdUxJPC8R 14160   113254815  0.07979
1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYj 14000   111972594    0.07889
3673hPWJuUkbdf9RRpoSLLtuXMG44FsLng  13900   111172789    0.07832
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ  13635   109052351    0.07683
1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8 13500   107973571   0.07607
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2  13333   106640563   0.07513
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk  13143   105118782   0.07406
1GKztam9D8ZWK9GxsNoNZbVSVs9Pk1nAXp 13000   103974964    0.07325
3HroDXv8hmzKRtaSfBffRgedKpru8fgy6M  12901   103180323  0.07269
1KKiEAkpnQR2FH5kpkGP6442ZDkd6ZdrRS 12800   102374940    0.07212
1KeK2uTAe8hDVKTbpyDDzd7qfRZ8z3LJx 12565   100496051    0.07080
1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k  12119   96929689   0.06829
17rfparnM8RaaUyuHFNC9ErqkvRqebNPjE 12020   96140354    0.06773
1HBM45n214sV9yXoizBwTksUgEysTPpk46 12000   95978829    0.06762
3PBN3MCpDcZKr7WdyY1ULq1NeGwLNjpkj7 12000   95976508    0.06762
1JpiTWauQdtysbynNp88dWeuyg2gBbKDcT 12000   95976507    0.06762
16Azr3MAzMKMPmxZXfRsBbBPYHnp2CuJNJ 12000   95976507    0.06762
1Q7cu7WkeDurYgffeEc9CEnA6zLohbh9iQ 12000   95976507    0.06762
3Grbj3Q9awmMpVhrQ94y7BU4WaEq8yUZSn 11927   95394567    0.06721
15NQthxeLSwMtEaXJFM7YUCf59LzmFjkeH 11800   94376905    0.06649
1q9kwzJggw6AbQjzJeYQFYK8D5gQK8sSh 11723   93758158    0.06605
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv  11337   90672539    0.06388
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr 11102   88794267    0.06256
3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf 11000   87978580    0.06198
3AWpzKtkHfWsiv9RGXKA3Z8951LefsUGXQ 11000   87978559    0.06198
1Hm9vfrEX7Gyjz2Nhi3McQ34PryLDHGrCq 11000   87978464  0.06198
3D15C8yuFRiMYPfptEP6EJH1GKAqE6F1oG  10960   87656997    0.06175
3MWqbpfzxgojEAah6PMZoZPdUPUTuyTpan 10910   87259989    0.06148
33ZNiyx5Z5CMkULX7ENvcKKxFNCzGJv5vQ 10885   87060342    0.06133
1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC 10771   86143118    0.06069
18hRPy5sTzoYAfX18qn8eK1SdwbxU3YHpD 10541   84309704    0.05940
1L5D4Eq2RkEKuN717Gc817MH1Sxs5WwMQh 10250   81983720    0.05776
1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr 10009   80054504    0.05640
3E5B5QbDjUL471PEed9vZDwCSck9btBLkD 10002   79994346    0.05636
1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm 10000   79980536    0.05635
12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me 10000   79980510    0.05635
14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec 10000   79980509    0.05635
1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt 10000   79980506    0.05635
bc1q2raxkmk55p000ggfa8euzs9fzq7p4cx4twycx7 10000   78134905  0.05635
1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV 10000   78134904    0.05635
1CPaziTqeEixPoSFtJxu74uDGbpEAotZom 10000   78134904    0.05635
1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt 10000   78134904    0.05635
1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXT 10000   78134897    0.05635
33QoG5ioV4hseifKT9iaqrmD2eis7DicWA 10000   78134872    0.05635
3MnYVNYCEL2okaBa1et3bXtNA75tBQXHKc 10000   78134853    0.05635
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK  10000   78134824    0.05635
3QaTfNSuBo9PEHnhQKFNspEHvQXwib5g63 10000   78134824    0.05635
1Kx4QFupZ9vKFmUDhsptfSBPEKXJKV5MuN 10000   78134824    0.05635
3PLrtn4ELjmJA1ENdkTD59QFVfTrMDypJM  10000   78134824    0.05635
3EVbz7mBRpKBeBp6Qjq1b1uMYtRgTcTLyc 10000   78134824    0.05635
1PN1xjngm9jhY9duuR8af7CXmK3QVcsixJ 10000   78134824  0.05635
1EU2pMence1UfifCco2UHJCdoqorAtpT7 10000   78134820    0.05635
338uPVW8drux5gSemDS4gFLSGrSfAiEvpX 9999   78127087    0.05634
36QdwHXkPQNvn7vbCfp437AwTQDnXZxnsa 9974   77934818    0.05620
1Kd6zLb9iAjcrgq8HzWnoWNVLYYWjp3swA  9707   75846487    0.05469
14Ai5GcasUdr5hR2GMzeojkzB9cm4oufHt 9474   74025726    0.05338
1P9fAFAsSLRmMu2P7wZ5CXDPRfLSWTy9N8 9425   73640371    0.05310
1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT 9260   72352863    0.05218
3LHmwfiBQNwLR4bxtSQNkbmwz5c7TEnsLP 9243   72221142    0.05208
17CzhFvGwH6TT46JtzhnhMpTw4mHYpEGCR  9107   71160230    0.05132
3NmHmQte2rP8pS54U3B8LPYQKkpG1pFF69 9000   70321442    0.05071
167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg 8999   70313573    0.05070
3C5pdZxVBDXEkyy2qsxzFRyAwcn2rWF17f  8884   69415353    0.05006
356Zz26iW3tYd1xWJjVGa8CPbjC9W5EW9f 8751   68375781    0.04931
1HGVtEtKWayb56xiZ4YJQieWFv8m7GEc7E 8742   68304804    0.04926
3BpQbqhiphkDKm4FMXQ7w7Tmn7KpTDWamr 8701   67986633    0.04903
3BMEXHxLsa7hv9MmVAN5guzVKRkTfz5y7F  8623   67378929    0.04859
1HDu2mDMr5bcgoGBty9Usmb8oH1rTDJxQ9  8600   67195861    0.04846
19rxQRpXBMQcbsYcxo6w9xL54o1sXDeXdA 8539   66723212    0.04812
1HutAGbbDCazKWXihUSUiWKTLBs4HAXchQ 8531   66654977    0.04807
3QercMjovsSjuPtJSaYNpzMtgiRb5SJuVd  8491   66341455    0.04784
1NGcbLJbYGCBEaB8asNyHPCsmfW4VqRPNK 8338   65149494    0.04698
1HTzd3sKVmrTNZ6QGisPPA1MvBkoyPiZWJ  8262   64552310    0.04655
1QHVStz4ALAF8LFokjLy9QFaZKUFdraxeo 8150   63679880    0.04592
3EaWcuNXQrW2JTGy5Cotm4pftovW8UfR2o  8095   63246534    0.04561
18zuLTKQnLjp987LdxuYvjekYnNAvXif2b 8021   62669612    0.04519
1NpZcfBnaJeoRT9ZqwZVRMw3SRs546VsuE 8008   62568311    0.04512
3PWn1AGqo8HWH8mXSsxx1Ytk87zMAAziFU 8000   62508088    0.04508
198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi 8000   62507879    0.04508
1FUBESNxB2JkyXPc4o9wwoGt158DC9A8dj 8000   62507877    0.04508
1MYv4C4hZ7hC5sbHrPkzvmNoozQgnHKeAU 8000   62507871    0.04508
1EDRfeNkjkH2SAhSbEKzhKuabnEbVWbKEp 8000   62507867    0.04508
182p5CrqfDxvonznRyi5AUBwsCkDX8eYMe 8000   62507866    0.04508
1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw 8000   62507860    0.04508
15mxk4fKk9ggQ4fikNWKpasahsdXZNdVu2 8000   62507860    0.04508
14KzHoS5dXbhy2kBevNKLz2ZMtjaqHkKWZ 8000   62507859    0.04508
1KoiNofDvcUrrVfxgqpRZixWXNXo6d2kfQ 8000   62507859    0.04508
1PL2cmmMLmGGDtqaSZJY8DR1iKJaziEPJv 8000   62507859    0.04508
17RmGC3i2dASQai3mP9iJLX3ZD9TBm2YQV 8000   62507859    0.04508
1Djs2VyBVr6MYNcGVaHAr8B3N1mViS5yoo 8000   62507859    0.04508
1N4yKFsFPjjoJyo3BAKUWpcs3SUghfgJkH 8000   62507859    0.04508
13nwifHUz5ZfHuQhk5ETJ4BhmqbuQdvTFp 8000   62507859    0.04508
17GyU83L63BtxtpDgv8LmhhtmvcrXbfVt1 8000   62507859    0.04508
1Le1X8LJb4VkFsfktiUY7V7wMRhniu5Xgn 8000   62507859    0.04508
1Fjom9b9wvp3HPi2ZS9hqXQwJpXcjumSYJ 8000   62507859    0.04508
1BbSZNNhoBUCFGMfnscBDXf7PH1takoMga 8000   62507859    0.04508
1NJdKoBkKQNg6aYL9HTKyQ5SgfjZQDz3y3 8000   62507859    0.04508
1gvH7pGPrEBNjqmwYS8UDhjFQkyqkKCLE 8000   62507859    0.04508
16H2Fe9MgxZ1jXW3TaXbgWh3SJfwyxQUTp 8000   62507859    0.04508
13pTeUzSU4nwkM72hM6e8AcP2d8LudZBjc 8000   62507859    0.04508
1Dr1pZDgpowHDGJrUNTithDL33TdriFMzE 8000   62507859    0.04508
18oRfGoPpb6bkQdACnD6dVYWceeWURK5R6 8000   62507859    0.04508
12mJZGPCWf5C2ap2dUdJiuGr8eWAvi6E5M 8000   62507859    0.04508
1M9pAdfhGHtQkhGRijApWAkkrPCduvV6Zi 8000   62507859    0.04508
1HG6NbWmJjjSE1Z6oPetWG3nnKrQxgBN3a 8000   62507859    0.04508
18Ayw3caz2xGDhTfz1nJxLw1NURPtBNJnn 8000   62507859    0.04508
1GBWcQuY5aD6e2zrbdb38j7pizVr2wcJnC 8000   62507859    0.04508
18saWjMCchDTGWunefuDJSWNdz4p6KtfBL 8000   62507859    0.04508
1FMbcnYvvccZ6hR324cFRpn1QX9TCkqtAe 8000   62507859    0.04508
1T7m8nSs5Yh3YuLNoHPb5ehwN3LRVEchn 8000   62507859    0.04508
1Eqj1APg1dkcPH7CmHJ6SzRwtJRLpxtBFA 8000   62507859    0.04508
16dyizLarM2N4UjGaEFPESNmJC5vEALtZX 8000   62507859    0.04508
1FtHBKrYkDchMA1pwRTpYZ77TpfwSgh6iF 8000   62507859    0.04508
15URsTiy1ksoMMV7DuEi9hvSqHgqobAtKa 8000   62507859    0.04508
1Fn4FSiHFr9SgbQ3ccsybN9f3RF1omst4x 8000   62507859    0.04508
1E1SKgxgYJFXzaLxgat2FNSnwWeKz1U15N 8000   62507859    0.04508
1Lan1sQzYGViDZskUFmnitJvfejn2jYdNS 8000   62507859    0.04508
15ZQJagAa2iUCwpQXUUCZ4BfzFW5TAVyJj 8000   62507859    0.04508
1HGdi2AtuvBUcdTFe62sKd7ZAFzoG7iQLb 8000   62507859    0.04508
12Gjyd3MMR7Dj2KwCxw71wwzZXVp2xy8nK 8000   62507859    0.04508
1FDzP5vQGMhCzeb9nH4AcUDnUbcHS22BMZ 8000   62507859    0.04508
1Dt4Q2ofKUtHwvjN45tAUfikNBfJrDERcZ 8000   62507859    0.04508
15QFkJUWFZ6QRpTrzUitH2Egyf1JTngVgV 8000   62507859    0.04508
1BMi633XQ8jt45Tb5EvZ4xdZHb2GzxKSfb 8000   62507859    0.04508
17J26KSDtNFPAUhCMwjcRNWhneMsXS75Ba 8000   62507859    0.04508
19om4Guv9QmVesS7AewMUyE5JUJ9H7xwNN 8000   62507859    0.04508
1DdxS8CheskxKAPPbG8Uq4Qts8kS4x1tt2 8000   62507859    0.04508
19F4xZNBxtPAdMqFudr2LDH5efeeUYF21x 8000   62507859    0.04508
157ZXCYfK6NqBiFLkoLDt3PN8KyE8xdTu5 8000   62507859    0.04508
16BiUbH8yxFmCJs4ArtyTgHKfXQFvkvPNr 8000   62507859    0.04508
1FrfmxAhYRNU9ebotDHP9FqLbe54QZVcfi 8000   62507859    0.04508
1KLay1g7rZxAiotuDhGy5YizdXSpqkFxQ9 8000   62507859    0.04508
1NQWCZqRYvANz3iX1Wnczpm277VEYvcAee 8000   62507859    0.04508
12yePmcVhMzzHYwh4BpVF3Cm1bYL9mqyKc 8000   62507859    0.04508
1LRXrhZRLVTjGCPFphPsXZfeHesRigm59r 8000   62507859    0.04508
1C7u4Zqu6ZZRsiKsFMYVDvNLfCwsGrbeTq 8000   62507859    0.04508
12US3aeNibsxe7Lhascm4AmvGiTxwSdD4X 8000   62507859    0.04508
17SAATrqavNbzmqBwqxzZc7rK6u9Rmi9hE 8000   62507859    0.04508
1Enhkd9LkQV56a9M12P4VuMDkjyTeLJy5m 8000   62507859    0.04508
1Kphp4WNPLpScp5T5f63jnVS9ohK6a86g7 8000   62507859    0.04508
1MqAfNMgbZoKtRinT89q1faSZqTKTqCFhR 8000   62507859    0.04508
16BBBjvAArL3zdb1Fh1isr2w2hX7K1K4Gm 8000   62507859    0.04508
1D3AHKaQbtPLVwYB1L9ATAPXo14xVA2Hjc 8000   62507859    0.04508
1Cus9pZdkckCz23bDAsKMY6aLSQ7CmuHyw 8000   62507859    0.04508
178KR5zk2Z2rc6rWdczpHBAokBDkjoC8jC 8000   62507859    0.04508
1LbUMzM7tmyVJCpzBJTi5ZVmRb2Vn8mwVH 8000   62507859    0.04508
14zukxqLuLXg5kqZYRB1Q3Audec3NtxJPW 8000   62507859    0.04508
1Hyh53PULY6Jyq5LPAJ4CHjgzEbVaqy7KU 8000   62507859    0.04508
19Te6hzGFSbryomVYqzG2kpBmAJYykx5Yv 8000   62507859    0.04508
1JYbzYitYQ1ZWTx5KEx7WH2AejC5i5UUbF 8000   62507859    0.04508
1NNGdZMYsN9pgLSXZ5dD5KFUbatFynpmvY 8000   62507859    0.04508
1Gjkd1hwrJxM9h5Sj1W5bfEN6km1qkVCg4 8000   62507859    0.04508
17rVQwoL5v18KfoQJNMMoMBm3rDjodxw1m 8000   62507859    0.04508
13jh1fCa6pCFTcCH1H6MXDWLa9zajtniMT 8000   62507859    0.04508
1MLsZmbT3mgmm6zLkTR26yJHVfn8BSdqqd 8000   62507859    0.04508
1AFNceZVB2MshqU5AEoxg14R7LrUx6Un6C 8000   62507859    0.04508
1AMDVupuTEeTSnKi6LoSFBqikQybufZsv1 8000   62507859    0.04508
1C1bbDApniTd7DtUodpr3ayXxVtcHvwWgx 8000   62507859    0.04508
14YN9Zsx4H8DXUoK2XfRvjuanfjK1RrkHz 8000   62507859    0.04508
1C5TB2QzeDDJUE4EQD17NmSyEXTk34huRo 8000   62507859    0.04508
1MVo3EXLakJym29CFK6o1MyaCBMdvcmmrL 8000   62507859    0.04508
12n3s8MCqdZzPnTisYrXagbfw8pJg8y9BW 8000   62507859    0.04508
134ooU6EQmCFFzEPN7yga3S1XikcBtynco 8000   62507859    0.04508
1J2zKTQnSrLJMXZTnA3a5ky1W2L3PJhagC 8000   62507859    0.04508
17GAbQ5DSqnEhyrMMLd9yaraAmVyvoZJ3Z 8000   62507859    0.04508
1Jc7vYQHCnmdyhbpcv5o3pYtUbH6Sk139z 8000   62507859    0.04508
1JaUiAyoRXr4kqxm3ZQP5uFZmF57bkqXbu 8000   62507859    0.04508
1JpAvQxbxurhU8wfxszCtzFey4D6N8goJv 8000   62507859    0.04508
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D 8000   62507859    0.04508
1DTmjcZo3MMH9MscHizTLjrUxnvwvSLdf7 8000   62507859    0.04508
17YyZSNFt31pzGXfZtrzs7Y5Nd56rG2uU5 8000   62507859    0.04508
1C4PZbJLcswHBVLDjNoDCGXJ4YjGrc8ZX8 7999   62500746    0.04507
14rDzrB8GFr5kJbNHgXygGTnb8mgWJtX8f  7999   62500046    0.04507
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX  7941   62047361    0.04474
34ovCavdkQgEYbrJk9Q1onhK7uWqq6J7DC  7911   61811027    0.04457
3HyULbPVM739jPVk4i3PKZ4LibhYP1HsLc  7877   61546606    0.04438
1Gtpfqoo8stQw2E4vCbZZbJBBZvYzzCeRy 7804   60976063    0.04397
19rg57dBpbUWbi5SASxtnqbeHKEoHio7oJ 7803   60970219    0.04397
3KzXtsdodEycyfnzsrPAFgiDrXEHQ2bQby  7800   60947211    0.04395
3HCdgNiAsjidcGx4eeMK9AXvXBfrnteunW 7700   60163803    0.04339
1JfXLzQvYPZHNzX4vhH6aoetGDfcPD1YEX 7300   57038444    0.04113
3KWeovX7hj1jWkECaaBbinNfR1XbTG6bfm 7167   55999233    0.04038
13eEt6myAo1zAC7o7RK5sVxxCNCAgd6ApH 7000   54695448    0.03944
1DzjE3ANaKLasY2n6e5ToJ4CQCXrvDvwsf 7000   54694390    0.03944
15YMdTNT83UJqfpaZfDccy9yBYQFxHxVFt 7000   54694377    0.03944
1Mr11NVsHsKKrzpGwXoBbUw3c8coknwAL7 7000   54694377    0.03944
324rP14bzX8kW1JWt1J8ohZjDFyt2G68Kq 7000   54694265    0.03944
1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF 6999   54686578    0.03944
148vGgpfsdztGw7c9wH57bvgT1ev17mpyc 6990   54616180    0.03939
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA  6961   54389960    0.03922
1fT7ocQ7FdTZnUAjyyZbPQJr1UmxvFxHf 6941   54230209    0.03911
1Ac2JdpQ5c9NeSajdGx6dofxeXkn4S35ft 6878   53738895    0.03875
3AcZNxup4eQgqsgERAPeZKCLzfC7UzwCRN 6749   52734562    0.03803
1A7znRYE24Z6K8MCAKXLmEvuS5ixzvUrjH  6552   51191301    0.03692
1LVBnipcnkwqHKaXcHeV9gcbPMvByaJkqk 6522   50962723    0.03675
1AYLzYN7SGu5FQLBTADBzqKm4b6Udt6Bw6 6512   50881097    0.03669
3DjgCvUvEAAneoBMrjK4vJJBSosiEAf35w  6504   50818866    0.03665
3QzYwaGqfA8TNJxCBKxFqhBAyqMyuGv6ut 6485   50670748    0.03654
1Q8qGbya4qVRFHToUBssKqbHwS92Kve3f5 6403   50029795    0.03608
1JxmKkNK1b3p7r8DDPtnNmGeLZDcgPadJb 6316   49349216    0.03559
13n67sFKgqLDKp8gx8Xvm6scdfY4ZeaU8p 6300   49225589    0.03550
1LBBmkr9muf7RjjBbzQQvzNQpRRaVEnavs 6200   48443602    0.03493
35A18VHMmYcV3iPzvWnb4YLWAwDAWZ94H2 6089   47576286    0.03431
3Brc1Wu1wdsh3qXX4sHeBTTg8LDPmHHcyN  6088   47568423    0.03430
1JdTWTAubsDWXWd7wcsFwMuSapMBh6efrQ 6072   47439562    0.03421
39VYfoDabv3TUmambMbTnKQZ1kXf8W1aXr  6070   47426468    0.03420
1ASL5uTXmaPyX2wH5CXvwZ8KeSkB32sgWJ 6067   47402834  0.03418
1Hg4Z353mCMy2UR3WTXmvEmXyYhwmSxEuz 6006   46925167    0.03384
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q 5972   46662404    0.03365
1Fcse22abC7rwCNHbHHQodF1JDhxxkThWD  5939   46404428    0.03346
138EMxwMtKuvCEUtm4qUfT2x344TSReyiT 5908   46158622    0.03329
1PNJfc9MzeBGV1UAjegqhFJb3erejqKHCi  5905   46136945    0.03327
19FDufECVMvdvaX91susCUwsM31t7gqta5 5837   45607288    0.03289
3FAxrWQVgNNUZ4FCjRQgzDbce1vTyonzwC 5817   45453659    0.03278
1HpED69tpKSaEaWpY3Udt1DtcVcuCUoh2Y 5780   45165514    0.03257
3Kg7Cmooris7cLErTsijq6qR1FH3cTiK2G  5748   44909674    0.03239
3FCv6xtfYJ7hL3KPTBQZZLs9y6fQ1NZUHN 5736   44818672  0.03232
3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF 5689   44449981    0.03205
32U3hXHnLA7stLrfSfNzRQykreB9pYoMT1 5665   44261343    0.03192
1DR93bfKVCUJkDvPuxbUAEtzYRaJEnwjNt 5600   43755497    0.03155
1CCqLR8YrUMPFgYZWwLW8FkezbFjfeXD8n 5595   43718954    0.03153
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv  5585   43635234    0.03147
1KRVgStcQtEhDwYP5TE84JEuKEPuNie1w3 5578   43582433    0.03143
3EiPtYxcpQuTqX6SpgBhB53PGUkrZ1CuBb  5568   43508289    0.03137
1AA3GjLMxfWbcAR9JBLMsBY6Uoy62U2uLw 5557   43417345  0.03131
3KWEZ5J7QDgUxn4kiX2h2BEJQKkdQJQj5g 5556   43411580    0.03131
14kmvhQrWrNEHbrSKBySj4qHGjemDtS3SF 5501   42983601    0.03100
1hbd2NmLNcjLMeGubGnv8Cg6ScgEXW1kF 5500   42977718  0.03099
122zHqVVaY21SEjSPeHqVVs9qFDwTV3duS 5455   42619006    0.03073
1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s  5361   41888801    0.03021
3Fv5WRvzhYFJdJnNoL9j3o75NgXZ5nM4sg 5200   40630102    0.02930
1Ec3rkAfVjjFNMTs8Y9CFrXPG6M6BJvz3u 5188   40533493    0.02923
1BVtDi7txPCG2TH5Crd2Rw5MtpivbmoKgB 5186   40518607    0.02922
37aM2XEPKZzHu1WxmRnDpk4YHPVUxu11Ra  5109   39921423    0.02879
1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok 5106   39899522    0.02877
15xuKd2XZVGzrEcJPxKVKUa6pMjSdQquFf 5082   39707713    0.02863
1BeouDc6jtHpitvPz3gR3LQnBGb7dKRrtC  5075   39653434  0.02860
3AZLNCHyHdeuPsqvbxBCNQkYbyGLSEPnxz 5068   39599625  0.02856
35gH35TbKgYt38vWWXpDjHjfBP3JQvfweT 5027   39278376  0.02832
3BWi3LassD46NpxQuP3ooWAmoQwK913nPe  5001   39077333  0.02818
3KnD5zSwVZCbg9JQmrKJbUTZboMXtNi7u6 5000   39071316  0.02818
3NMVcHcVq4KHZL7fFSYrJdjeAzZHrRgDPy  5000   39069218  0.02817
3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye 5000   39068191    0.02817
33uEsaGLcF9H46Dvzx1kMnuMCQ13ndkAjV 5000   39068191    0.02817
32i6n2vXhjvJg1vniURFy7A5VK6eG6oDgg 5000   39068191    0.02817
3JJ8b7voMPSPChHazdHkrZMqxC7Cb4vNk2 5000   39068191    0.02817
18xGHNrU26w6HSCEL8DD5o1whfiDaYgp6i 5000   39067502    0.02817
