BTC.com 	26.28 	41
AntPool 	15.38 	24
F2Pool 	12.82 	20
Poolin 	8.97 	14
ViaBTC 	7.69 	12
unknown 	7.05 	11
BitFury 	5.77 	9
SlushPool 	5.13 	8
BTC.TOP 	4.49 	7
Bitcoin.com 	2.56 	4
WAYI.CN 	1.92 	3
Huobi.pool 	1.28 	2
Bixin 	0.64 	1
