BTC.com 	19.42 	883
AntPool 	12.45 	566
F2Pool 	12.12 	551
SlushPool 	9.98 	454
unknown 	9.72 	442
Poolin 	8.60 	391
ViaBTC 	7.37 	335
BTC.TOP 	7.15 	325
BitFury 	4.38 	199
Huobi.pool 	2.40 	109
BitClub 	2.13 	97
Bitcoin.com 	1.76 	80
Bixin 	1.03 	47
WAYI.CN 	0.99 	45
tigerpool.net 	0.24 	11
DPOOL 	0.13 	6
KanoPool 	0.09 	4
BitMinter 	0.02 	1
Eobot 	0.02 	1
